customer_id,churn_probability,risk_level,control_churn_probability,treatment_churn_probability,uplift,persuadability_segment,customer_value_eur,customer_value_segment,recommended_offer,recommended_offer_cost,recommended_expected_value,recommended_roi,recommendation_reason
C03211,0.00712,Low,0.01563,0.00831,0.00732,LOW RESPONSE,2006.55,Very High Value,Loyalty Reward,10.0,14.69,1.47,Moderate uplift but low offer cost
C03212,0.03556,Low,0.00646,0.01617,-0.00971,NEGATIVE RESPONSE,1910.21,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03213,0.01372,Low,0.00984,0.02185,-0.01202,NEGATIVE RESPONSE,1809.22,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03214,0.01378,Low,0.01258,0.00812,0.00446,LOW RESPONSE,1929.46,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03215,0.02202,Low,0.00883,0.01203,-0.0032,NEGATIVE RESPONSE,1941.68,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03216,0.01744,Low,0.0146,0.01669,-0.00209,NEGATIVE RESPONSE,1998.77,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03217,0.01959,Low,0.0108,0.01532,-0.00452,NEGATIVE RESPONSE,1628.53,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03218,0.01629,Low,0.01021,0.01055,-0.00034,LOW RESPONSE,1555.11,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03219,0.00908,Low,0.00981,0.01494,-0.00514,NEGATIVE RESPONSE,1526.72,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03220,0.0192,Low,0.01953,0.01287,0.00666,LOW RESPONSE,1792.11,Very High Value,Loyalty Reward,10.0,11.94,1.19,Moderate uplift but low offer cost
C03221,0.01276,Low,0.00799,0.0122,-0.00422,NEGATIVE RESPONSE,1917.23,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03222,0.01251,Low,0.02143,0.02229,-0.00086,LOW RESPONSE,2016.19,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03223,0.00405,Low,0.01255,0.00587,0.00668,LOW RESPONSE,1586.44,High Value,Loyalty Reward,10.0,10.6,1.06,Moderate uplift but low offer cost
C03224,0.01362,Low,0.00849,0.01187,-0.00338,NEGATIVE RESPONSE,1830.15,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03225,0.0734,Low,0.03066,0.21719,-0.18653,NEGATIVE RESPONSE,1945.55,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03226,0.00705,Low,0.01072,0.01158,-0.00086,LOW RESPONSE,1976.51,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03227,0.00475,Low,0.00712,0.00743,-0.00031,LOW RESPONSE,1677.29,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03228,0.00665,Low,0.00753,0.012,-0.00446,NEGATIVE RESPONSE,1776.6,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03229,0.37471,Medium,0.04187,0.15835,-0.11648,NEGATIVE RESPONSE,1555.62,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03230,0.03467,Low,0.02868,0.01779,0.01088,HIGHLY PERSUADABLE,1774.66,Very High Value,Loyalty Reward,10.0,19.31,1.93,Moderate uplift but low offer cost
C03231,0.00326,Low,0.00655,0.00906,-0.00251,NEGATIVE RESPONSE,1963.26,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03232,0.00569,Low,0.01113,0.02646,-0.01532,NEGATIVE RESPONSE,2034.47,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03233,0.01416,Low,0.00929,0.01534,-0.00605,NEGATIVE RESPONSE,1673.62,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03234,0.02641,Low,0.0084,0.01358,-0.00518,NEGATIVE RESPONSE,1837.77,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03235,0.0719,Low,0.02203,0.0248,-0.00277,NEGATIVE RESPONSE,1736.52,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03236,0.00604,Low,0.01079,0.01125,-0.00045,LOW RESPONSE,1630.08,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03237,0.0092,Low,0.02279,0.02083,0.00197,LOW RESPONSE,1997.69,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03238,0.01764,Low,0.02945,0.02186,0.00758,LOW RESPONSE,1758.71,Very High Value,Loyalty Reward,10.0,13.33,1.33,Moderate uplift but low offer cost
C03239,0.01287,Low,0.00939,0.00837,0.00102,LOW RESPONSE,1747.85,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03240,0.05091,Low,0.00906,0.04456,-0.0355,NEGATIVE RESPONSE,1422.93,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03241,0.00768,Low,0.01091,0.00905,0.00186,LOW RESPONSE,1768.2,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03242,0.01131,Low,0.01608,0.01066,0.00542,LOW RESPONSE,1739.9,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03243,0.0037,Low,0.00783,0.00914,-0.00131,NEGATIVE RESPONSE,1945.01,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03244,0.08507,Low,0.01234,0.01248,-0.00014,LOW RESPONSE,1794.27,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03245,0.00618,Low,0.00855,0.00799,0.00056,LOW RESPONSE,1360.38,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03246,0.00102,Low,0.00787,0.01392,-0.00605,NEGATIVE RESPONSE,1714.29,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03247,0.97507,Critical,0.01238,0.35565,-0.34327,NEGATIVE RESPONSE,710.03,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C03248,0.00322,Low,0.02685,0.01298,0.01387,LOW RESPONSE,1946.59,Very High Value,Priority Support,15.0,27.0,1.8,Moderate uplift with low offer cost
C03249,0.01096,Low,0.01108,0.00934,0.00174,LOW RESPONSE,1771.34,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03250,0.01574,Low,0.02056,0.0136,0.00696,LOW RESPONSE,1769.91,Very High Value,Loyalty Reward,10.0,12.32,1.23,Moderate uplift but low offer cost
C03251,0.36968,Medium,0.02207,0.13035,-0.10828,NEGATIVE RESPONSE,1427.98,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03252,0.0049,Low,0.0158,0.01221,0.00359,LOW RESPONSE,1933.83,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03253,0.00652,Low,0.00632,0.0073,-0.00098,LOW RESPONSE,1652.45,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03254,0.0087,Low,0.01117,0.0072,0.00397,LOW RESPONSE,1716.38,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03255,0.00222,Low,0.01384,0.0188,-0.00496,NEGATIVE RESPONSE,2017.3,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03256,0.02458,Low,0.01274,0.01328,-0.00053,LOW RESPONSE,1887.11,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03257,0.12467,Low,0.00671,0.08542,-0.07871,NEGATIVE RESPONSE,1725.41,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03258,0.0152,Low,0.01675,0.01523,0.00151,LOW RESPONSE,2003.28,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03259,0.02507,Low,0.01844,0.01562,0.00282,LOW RESPONSE,1880.67,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03260,0.2662,Low,0.01187,0.26927,-0.25741,NEGATIVE RESPONSE,1683.25,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03261,0.01114,Low,0.00826,0.01156,-0.0033,NEGATIVE RESPONSE,1836.53,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03262,0.0361,Low,0.01064,0.01438,-0.00374,NEGATIVE RESPONSE,1258.33,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03263,0.96648,Critical,0.0214,0.35436,-0.33296,NEGATIVE RESPONSE,814.31,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C03264,0.01408,Low,0.01331,0.01723,-0.00392,NEGATIVE RESPONSE,1876.9,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03265,0.00451,Low,0.03425,0.0114,0.02285,HIGHLY PERSUADABLE,1726.06,Very High Value,Small Discount,20.0,39.44,1.97,Positive uplift with solid net expected value
C03266,0.00955,Low,0.00805,0.00662,0.00144,LOW RESPONSE,1718.08,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03267,0.00909,Low,0.01372,0.01092,0.00281,LOW RESPONSE,2028.68,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03268,0.02898,Low,0.02625,0.02892,-0.00266,NEGATIVE RESPONSE,1997.52,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03269,0.00759,Low,0.01448,0.0088,0.00568,LOW RESPONSE,1957.27,Very High Value,Loyalty Reward,10.0,11.12,1.11,Moderate uplift but low offer cost
C03270,0.00954,Low,0.02457,0.01192,0.01265,LOW RESPONSE,1611.5,High Value,Priority Support,15.0,20.39,1.36,Moderate uplift with low offer cost
C03271,0.01657,Low,0.01135,0.00995,0.00139,LOW RESPONSE,1826.34,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03272,0.00263,Low,0.00457,0.00543,-0.00085,LOW RESPONSE,1758.47,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03273,0.0037,Low,0.00982,0.01237,-0.00255,NEGATIVE RESPONSE,1917.88,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03274,0.00872,Low,0.00897,0.00911,-0.00014,LOW RESPONSE,1806.07,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03275,0.00327,Low,0.01008,0.00718,0.00289,LOW RESPONSE,1774.69,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03276,0.00654,Low,0.00782,0.01002,-0.00219,NEGATIVE RESPONSE,1605.67,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03277,0.01079,Low,0.0113,0.00924,0.00207,LOW RESPONSE,1708.36,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03278,0.00704,Low,0.01771,0.00942,0.00828,LOW RESPONSE,1621.73,High Value,Loyalty Reward,10.0,13.43,1.34,Moderate uplift but low offer cost
C03279,0.15082,Low,0.01037,0.10093,-0.09056,NEGATIVE RESPONSE,1685.68,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03280,0.09277,Low,0.01769,0.174,-0.15632,NEGATIVE RESPONSE,1761.0,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03281,0.00718,Low,0.0228,0.00989,0.0129,LOW RESPONSE,1932.24,Very High Value,Priority Support,15.0,24.93,1.66,Moderate uplift with low offer cost
C03282,0.04435,Low,0.0241,0.01217,0.01193,HIGHLY PERSUADABLE,1931.78,Very High Value,Priority Support,15.0,23.05,1.54,Moderate uplift with low offer cost
C03283,0.97858,Critical,0.02319,0.46943,-0.44624,NEGATIVE RESPONSE,748.13,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C03284,0.01615,Low,0.01602,0.01389,0.00213,LOW RESPONSE,1642.03,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03285,0.02033,Low,0.00942,0.0096,-0.00018,LOW RESPONSE,1950.2,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03286,0.0674,Low,0.0088,0.01121,-0.00241,NEGATIVE RESPONSE,1414.59,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03287,0.02689,Low,0.01434,0.01334,0.001,LOW RESPONSE,1726.9,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03288,0.02257,Low,0.01177,0.01457,-0.0028,NEGATIVE RESPONSE,1970.47,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03289,0.00828,Low,0.00664,0.00933,-0.00269,NEGATIVE RESPONSE,1843.7,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03290,0.00083,Low,0.01414,0.01733,-0.00319,NEGATIVE RESPONSE,2049.84,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03291,0.00837,Low,0.01117,0.0083,0.00287,LOW RESPONSE,1546.18,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03292,0.00348,Low,0.01025,0.0123,-0.00205,NEGATIVE RESPONSE,1946.22,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03293,0.00488,Low,0.01387,0.01892,-0.00505,NEGATIVE RESPONSE,1937.88,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03294,0.01654,Low,0.01769,0.01861,-0.00093,LOW RESPONSE,1848.11,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03295,0.0217,Low,0.01696,0.02002,-0.00306,NEGATIVE RESPONSE,2002.88,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03296,0.0117,Low,0.0204,0.00911,0.01128,LOW RESPONSE,1678.77,High Value,Loyalty Reward,10.0,18.94,1.89,Moderate uplift but low offer cost
C03297,0.00575,Low,0.01502,0.00858,0.00643,LOW RESPONSE,1785.33,Very High Value,Loyalty Reward,10.0,11.48,1.15,Moderate uplift but low offer cost
C03298,0.01099,Low,0.01199,0.00801,0.00398,LOW RESPONSE,1877.59,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03299,0.02454,Low,0.01673,0.0116,0.00513,LOW RESPONSE,1812.6,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03300,0.39881,Medium,0.01054,0.18462,-0.17408,NEGATIVE RESPONSE,1346.16,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03301,0.00895,Low,0.00903,0.01864,-0.00961,NEGATIVE RESPONSE,1900.54,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03302,0.24332,Low,0.00722,0.07303,-0.06581,NEGATIVE RESPONSE,1563.34,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03303,0.51051,Medium,0.01862,0.2686,-0.24998,NEGATIVE RESPONSE,1092.63,Medium Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C03304,0.05655,Low,0.00958,0.01142,-0.00185,NEGATIVE RESPONSE,1796.41,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03305,0.00507,Low,0.01962,0.009,0.01062,LOW RESPONSE,1604.04,High Value,Loyalty Reward,10.0,17.03,1.7,Moderate uplift but low offer cost
C03306,0.00236,Low,0.01122,0.01285,-0.00163,NEGATIVE RESPONSE,1756.31,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03307,0.01559,Low,0.01291,0.0103,0.00261,LOW RESPONSE,1858.14,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03308,0.00876,Low,0.01673,0.02673,-0.01,NEGATIVE RESPONSE,1786.09,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03309,0.00713,Low,0.01187,0.00874,0.00313,LOW RESPONSE,1808.18,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03310,0.01634,Low,0.00975,0.00933,0.00043,LOW RESPONSE,1741.96,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03311,0.00444,Low,0.04246,0.01647,0.02599,HIGHLY PERSUADABLE,1992.63,Very High Value,Free Premium Trial,30.0,51.79,1.73,Substantial uplift justifies premium trial
C03312,0.01299,Low,0.01442,0.01446,-4e-05,LOW RESPONSE,1737.26,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03313,0.97965,Critical,0.01827,0.47942,-0.46115,NEGATIVE RESPONSE,688.94,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C03314,0.00537,Low,0.01513,0.01485,0.00028,LOW RESPONSE,1781.05,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03315,0.96444,Critical,0.01087,0.22722,-0.21635,NEGATIVE RESPONSE,803.78,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C03316,0.03592,Low,0.04192,0.09734,-0.05542,NEGATIVE RESPONSE,2009.81,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03317,0.01016,Low,0.00866,0.01866,-0.01,NEGATIVE RESPONSE,1532.92,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03318,0.00614,Low,0.01254,0.00743,0.00511,LOW RESPONSE,1939.47,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03319,0.11962,Low,0.01397,0.1773,-0.16333,NEGATIVE RESPONSE,1437.14,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03320,0.16164,Low,0.03194,0.14044,-0.10851,NEGATIVE RESPONSE,1776.56,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03321,0.00889,Low,0.01132,0.01323,-0.00191,NEGATIVE RESPONSE,1839.07,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03322,0.02829,Low,0.01929,0.02004,-0.00075,LOW RESPONSE,1990.12,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03323,0.02419,Low,0.01605,0.13177,-0.11572,NEGATIVE RESPONSE,1977.59,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03324,0.02239,Low,0.01426,0.01207,0.00219,LOW RESPONSE,1481.41,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03325,0.00615,Low,0.01537,0.01119,0.00419,LOW RESPONSE,2003.7,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03326,0.96598,Critical,0.00888,0.36184,-0.35297,NEGATIVE RESPONSE,746.62,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C03327,0.00963,Low,0.01198,0.00894,0.00304,LOW RESPONSE,1651.9,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C03328,0.00937,Low,0.01772,0.00945,0.00827,LOW RESPONSE,1812.33,Very High Value,Loyalty Reward,10.0,14.99,1.5,Moderate uplift but low offer cost
C03329,0.25904,Low,0.01769,0.22303,-0.20534,NEGATIVE RESPONSE,1532.85,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C03330,0.97866,Critical,0.04724,0.24738,-0.20014,NEGATIVE RESPONSE,782.26,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
